nb,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50,Y51,Y52,Y53,Y54,Y55,Y56,Y57,Y58,Y59,Y60,Y61,Y62,Y63,Y64,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30,Z31,Z32,Z33,Z34,Z35,Z36,Z37,Z38,Z39,Z40,Z41,Z42,Z43,Z44,Z45,Z46,Z47,Z48,Z49,Z50,Z51,Z52,Z53,Z54,Z55,Z56,Z57,Z58,Z59,Z60,Z61,Z62,Z63,Z64,ClassNum
193,425.61,428.31,426.46,413.2,406.18,396.09,388.94,373.26,362.67,355.48,353.98,359.17,376.68,412.8,444.44,477.26,500.43,531.15,557.7,585.55,606.31,615.65,615.42,610.65,602.31,596.79,599.56,605.08,609.28,611.15,612.5,618.22,629.28,638.45,651.64,662.78,676.36,687.3,696.32,702.69,714.8,734.81,758.66,773.47,773.87,766.62,742.97,707.13,694.07,692.92,694.5,711.1,720.35,737.93,767.87,806.59,857.66,921.65,964.53,995.98,1017.83,1014.46,1012.26,1009.16,696.39,684.48,675.69,671.22,671.14,670.62,693.87,725.64,757.68,793.62,831.44,874.84,915.48,950.62,979.17,1005.44,1010.49,1003.09,993.33,991.08,991.08,986.68,968.28,941.05,919.6,891.03,846.07,802.49,761.11,708.18,646.94,584.55,530.78,477.63,415.92,357.75,304.2,252.88,201.73,154.6,113.54,78.02,47.9,26.67,10.61,0.77,0,17.41,119.71,222.01,324.31,426.61,528.91,631.21,700.31,734.28,766.65,796.8,750.34,714.78,682.28,650.49,621.69,586.3,41.06,35.91,31.84,26.82,21.83,16.91,12.31,8.17,4.87,2.87,0.77,0.77,0,0,0,0,0,0,2.97,12.09,23.95,40.41,61.99,83.54,109.67,146.03,189.04,235.77,282.47,326.83,369.46,411.02,449.91,490.64,530.11,563.3,596.02,633.25,675.59,724.42,772.22,811.28,841.45,865.13,880.81,881.01,860.33,805.61,713.6,611.3,509,411.92,324.51,266.21,225.85,202.13,194.13,209.52,247.51,279.05,306.1,332.75,356.9,356.9,3
194,392.99,394.44,394.96,395.09,386.12,371.64,356.18,334.6,318.96,305.33,301.25,300.9,310.55,327.88,358.95,394.56,430.78,475.26,515.39,555.16,585.85,610.9,627.24,631.63,630.26,627.51,625.56,624.39,623.64,626.84,633.4,641.27,650.34,665.47,681.41,695.32,706.96,714.85,724.12,730.18,735.98,740.47,736.93,743.37,763.4,786.8,792.22,778.11,744.72,712.55,697.02,690.87,710.33,729.91,736.23,743.2,770.02,817.8,880.91,940.75,980.32,1010.46,1019.28,1013.36,676.94,670.64,663.33,656.11,650.66,638.7,633.45,642.67,676.94,710.28,746.62,787.38,828.79,868.08,903.92,940.28,970.8,994.25,992.9,987.33,978.97,972.02,956.49,942.25,926.47,907.31,883.69,849.52,810.58,767.05,718.65,663.78,614,565.45,522.36,486.82,448.94,410.15,371.01,320.46,274.93,234.44,197.46,160.42,121.63,84.17,52.92,25.52,8.29,62.01,164.31,266.61,368.91,471.21,573.51,675.81,744.8,794.4,831.24,814.33,753.29,692.47,634.8,582.35,36.01,32.57,28.07,23.53,19.33,15.48,12.34,8.89,5.29,2.15,1,0,0,0,0,0,0,2.5,7.44,14.98,27.02,42.91,60.16,81.94,111.79,145.71,182.84,219.93,260.64,300.48,336.99,369.44,402.43,435.35,462.05,486.12,511.95,537.22,555.51,573.74,595.87,633.38,685.43,733.03,776.66,810.03,828.96,831.34,806.24,743.75,673.07,587.22,484.92,382.62,300.78,244.21,205.92,186.37,197.68,244.83,291.96,334.35,372.78,406.2,3
195,415.92,416.09,415.82,414.49,414.09,412.47,410.75,403.93,406.33,401.18,399.46,393.16,381.13,380.35,382.32,395.71,415.72,446.89,469.24,497.49,518.47,545.09,576.68,596.64,613.55,621.39,620.87,616.15,613.35,612.82,613.42,609.43,603.56,599.61,603.16,608.85,620.47,630.63,636.95,642.45,651.16,663.42,683.21,698.34,711.45,730.93,756.93,772.12,776.74,774.19,770.69,771.42,775.81,793.42,815.5,831.66,837.03,852.51,880.24,915.13,950.49,981.36,1002.34,1013.71,705.66,704.68,701.06,692.8,680.51,675.61,678.49,670.99,661.3,660.33,672.69,699.39,734.51,774.77,818.95,856.29,881.94,912.41,943.9,966.4,973.8,975.02,975.02,975.02,975.02,965.41,952.69,946.85,943.53,932.24,914.4,889.55,860.11,834.23,812.65,788.83,751.34,700.51,641.8,586.68,539.62,493.19,437.22,360.8,280.08,211.22,162.42,125.78,95.08,68.78,47.83,69.63,152.9,255.2,357.5,459.8,560.85,646.07,702.41,748.57,787.38,775.94,718.67,663.92,50.77,50,47.05,44.41,41.96,37.56,34.44,29.39,24.35,19.18,14.43,10.39,7.97,5.32,2.77,1.95,0.05,0.05,0,0,0,3.94,12.96,24.27,35.34,43.66,50.72,60.81,76.25,96.1,120.48,145.98,168.66,186.54,204.92,229.42,260.82,296.06,331.3,367.41,402.46,439.09,479.8,534.13,597.56,666.65,728.24,778.89,818.3,838.53,830.16,787.83,722.97,640.17,548.81,449.58,366.74,305.45,260.12,234.09,233.25,253.75,287.07,322.66,3
196,421.16,421.21,420.16,418.34,419.19,423.21,424.88,415.37,404.5,405.2,386.72,376.43,365.42,363.47,364.39,371.78,384.5,410.8,440.67,458.13,495.11,530.2,569.37,593.12,607.95,610.13,611.1,611.55,610.85,611.73,612.07,604.46,597.24,599.34,607.1,620.84,632.43,643.74,655.41,668.77,682.68,698.37,712.4,723.69,737.18,746.67,764.88,783.41,794.42,786.73,762.6,722.37,701.11,700.16,706.26,729.66,744.94,757.93,776.96,812.53,863.63,929.49,974.72,999.12,701.91,702.44,700.79,694.54,685.05,678.94,670.24,656.86,646.94,633.08,643.22,674.19,708.73,747.32,788.53,826.27,866.73,912.01,954.02,1000.1,1022.07,1023,1023,1023,1023,1022.17,1002.79,977.44,951.34,913.03,862.06,808.98,749.09,677.46,611.08,556.01,517.54,473.66,416.59,361.8,310.47,261.24,219.23,188.56,152.65,106.24,61.79,28.72,9.59,0.4,0.4,11.91,113.81,216.11,318.41,420.71,523.01,622.27,664.87,692.15,723.07,749.27,694.52,641.35,47.9,48.05,46.88,44.6,42.38,36.99,32.17,27.37,22.83,18.41,13.34,8.76,4.97,2.57,0,0,0,0,0,0,0,3.57,16.61,37.14,61.04,87.64,115.71,142.38,175.15,215.41,260.07,301.05,333.97,362.29,388.77,417.96,447.59,482.45,511.55,536.65,560.23,587.9,618.39,651.69,687.98,727.59,770.99,808.96,840.63,858.98,856.21,818.72,742.27,660.13,573.46,478.06,385.75,320.69,274.63,240.81,226.28,236.74,275.73,308,3
197,400.71,401.23,402.18,402.28,402.13,401.31,401.73,398.43,389.34,388.42,374.81,362.39,342.96,333.42,323.98,325.48,332.75,347.21,371.53,392.01,422.78,448.73,479.65,502.91,530.78,551.36,563.05,570.52,574.81,573.56,575.54,582.35,591.99,598.26,596.37,596.69,602.71,614.27,626.14,641.45,656.48,672.89,687.48,704.48,724.02,734.98,749.84,771.14,787.43,789.33,776.14,750.66,728.91,717.3,715.75,717.7,730.41,741.27,755.71,782.43,823.54,874.17,921.52,957.49,696.29,695.14,693.15,690.15,684.45,675.84,668.02,667.92,661.35,648.14,648.22,659.9,694.15,729.41,767.55,809.33,850.14,883.06,921.35,962.63,989.23,1001.89,998.95,998.95,997,993.83,993.1,981.04,963.21,941.68,912.53,888.63,862.26,829.51,793.82,753.06,701.74,655.43,606.81,558.93,517.44,463.97,390.99,321.43,256.77,198.4,148.15,104.22,69.16,40.83,15.71,0,0.55,70.98,173.28,275.58,377.88,480.18,582.48,665.15,720.49,766.8,816.78,800.17,48.73,47.93,47,44.13,39.53,34.84,30.19,25.3,20.15,15.38,10.69,6.24,2.3,0.4,0,0,0,0,0,0,0,1.97,7.84,16.91,29.2,41.33,57.29,79.97,108.32,138.06,170.73,200.9,231.25,261.04,293.14,330.05,362.27,388.14,412.27,438.77,466.62,500.71,537.22,580.51,624.64,676.89,731.01,780.89,818.7,847.12,860.08,851.42,812.8,743.45,654.93,556.4,464.74,382.3,323.53,281.5,255.17,249.2,264.86,294.91,3
198,418.36,417.24,417.64,417.94,411.77,406.6,401.16,394.36,391.09,386.77,377.83,373.56,377.05,387.52,409.32,433.62,454.2,477.41,501.96,526.78,553.46,577.26,599.66,610.25,615.85,616.72,620.27,621.27,618.09,614.45,614.12,615.55,608.85,606.43,604.63,608.13,615.05,623.56,633.93,644.79,652.26,658.98,668.97,675.51,689.07,706.48,733.81,763.8,778.34,782.48,782.88,768.1,735.78,714.22,694.02,687.95,687.6,692.25,710.3,738.3,772.69,821.64,884.98,941.25,699.62,696.74,691.67,688.25,681.38,670.37,669.74,660.9,665.57,685.65,721.74,756.43,793.22,827.76,865.48,900.47,917.45,949.82,977.64,991.95,991.95,991.95,991.95,991.95,991.95,994.6,993.55,978.62,954.32,923.87,889.16,853.34,806.09,750.02,686.7,621.22,564.57,515.85,473.06,432.18,377.78,311.3,256.25,210.02,171.03,139.04,109.74,79.37,44.16,13.19,0,0,34.69,136.99,239.29,341.59,443.89,546.19,648.49,750.79,824.14,879.99,892.23,829.96,45.45,42.06,39.26,37.01,32.14,27.27,22.35,17.73,13.36,9.29,6.77,5.34,3,0,0,0,0,0,0,0,1.67,6.54,13.34,23.33,38.64,59.59,82.72,107.64,136.34,170.48,205.4,244.13,282.37,318.66,353.98,386,419.36,453.38,486.37,514.62,542.32,569.17,605.36,655.13,706.76,753.34,791.47,823.87,845.7,854.81,850.59,822.62,767.65,686.35,587.07,487.52,392.89,306.72,246.56,210.29,191.36,193.33,214.26,246.36,3
199,409.92,409.15,405.65,405.2,404.13,398.81,390.77,376.85,367.39,363.62,361.82,356.65,370.14,381.85,401.21,427.75,461.27,501.41,535.02,560.77,585.45,616.92,638.47,655.11,665.82,669.99,665.7,658.13,654.53,655.88,660.68,665.5,664.5,666.72,666.1,666.6,673.96,682.31,692.17,699.29,704.93,708.85,710.35,707.36,698.69,697.57,708.65,735.55,749.91,744.92,717.45,685.95,674.91,676.41,693.37,728.83,750.51,757.91,774.57,810.28,865.63,923.62,961.08,990.13,686.9,683.58,674.81,664.77,660.75,651.91,642.75,640.5,631.26,637.58,652.04,688.73,730.63,773.87,811.51,854.09,895.27,924.6,963.68,988.36,1006.29,1006.29,1006.29,1006.29,1004.72,1003.37,992.43,975.99,958.96,945.42,935.03,928.62,914.6,879.16,829.64,774.44,737.55,713.05,681.16,640.72,586.75,509.3,421.01,354.15,302.95,257.2,204.35,149.38,100.3,54.87,18.43,21.23,123.53,225.83,328.13,430.43,532.73,635.03,728.69,790.68,832.44,839.23,760.63,685.5,44.26,42.71,41.33,37.91,34.99,30.62,25.82,21.18,16.88,12.81,8.64,5.82,2.45,1.4,0,0,0,0,1.32,7.49,16.23,24.67,34.76,48.1,65.19,83.67,106.27,128.35,150.73,169.23,184.92,202.88,221.41,238.17,253.08,270.88,289.62,312.14,337.72,362.54,388.79,416.77,452.53,505.55,575.86,641.87,702.84,760.53,802.94,830.09,836.08,813.38,752.39,669.54,567.24,464.94,370.86,294.89,240.89,209.77,202.3,219.98,264.19,306.9,3
200,438.07,427.73,416.12,405.78,382.52,357.75,353.3,352.7,361.82,369.89,380.23,405.43,436.15,468.21,511.27,554.63,575.53,594.59,603.31,609.88,616.99,620.09,617.27,607.6,598.84,592.94,590.45,590.32,592.92,598.34,602.76,609.23,615.7,626.51,639.57,651.46,664.87,677.21,689.9,700.14,712.35,722.49,734.65,749.59,764.92,774.47,773.19,759.78,738.4,716.85,706.93,702.56,704.03,725.66,744.99,768.95,800.99,842.97,889.93,937.03,970.35,994.25,1010.11,1001.64,676.54,675.16,665.25,647.77,656.33,691.17,727.04,763.38,800.94,822.69,836.58,863.58,906.91,957.54,982.06,982.06,982.06,981.06,975.05,982.21,987.01,973.37,946.6,912.61,873.29,833.61,794.27,751.01,701.04,647.39,593.42,541.69,489.3,445.99,407.85,363.97,306.2,248.16,201.85,161.84,126.4,96.9,73.78,48.78,23.93,5.19,0,0,0.85,47.08,149.38,251.68,353.98,456.28,558.58,660.88,706.81,716.2,724.09,699.69,629.26,572.11,530.36,492.74,23.75,19.13,15.26,11.14,7.34,4.52,2.45,1.27,0,0,0,0,0,0,0,0,5.09,18.63,35.41,53.87,75.82,99.75,127.3,158.22,193.58,235.57,279.58,318.99,355.28,390.77,425.23,460.57,494.02,530.33,565.72,592.67,613.15,630.91,649.64,674.14,699.19,725.11,750.89,769.4,780.96,791.7,797.19,793.27,774.14,721.57,640.1,554.91,468.14,382.97,321.21,284.72,262.84,253.63,256.4,280.67,323.56,360.1,391.27,418.26,3
201,419.91,419.51,420.74,421.26,416.54,402.95,392.36,392.89,387.29,382.72,374.71,375.11,382,397.11,421.11,458.2,493.12,516.82,546.14,576.68,611.97,637.15,651.01,657.73,660.9,659.55,656.16,651.99,648.11,643.42,640.5,641.92,646.99,651.24,654.43,657.63,661.2,664.62,669.09,675.84,682.68,687.8,693.59,700.34,707.88,721.22,737.98,758.48,778.16,787.35,783.51,773.42,761.7,750.81,745.59,743.75,744.79,756.83,773.17,796.24,828.69,867.4,906.64,943.72,690.65,686.13,677.94,669.82,665.42,654.66,652.04,640.45,658.53,686.18,722.07,759.26,800.24,840.98,878.24,919.12,949.3,986.58,993.85,995.82,995.82,994.75,990.06,988.81,988.81,989.51,979.32,958.19,942.03,926.52,900.94,864.63,820.4,766.4,708.51,649.69,606.01,572.86,526.56,469.21,419.41,374.31,322.93,275.88,231.47,190.41,147.35,106.24,74.38,48.73,21.8,2,0.52,27.42,109.22,211.52,313.82,416.12,518.42,620.72,710.9,764.78,804.21,816.42,40.76,37.51,33.89,29.37,25.15,20.8,16.71,12.24,7.97,4.19,2.07,0.85,0.12,0,0,0,0,0,0,0,5.29,14.33,27.65,43.63,60.84,79.8,102.85,126.2,153.7,186.37,217.61,248.36,275.85,303.68,334.37,365.87,396.34,428.58,459.22,485.82,511.5,538.37,567.89,597.94,630.53,665.72,698.29,730.88,757.16,778.21,790.38,789.3,773.14,737.33,673.17,587.52,502.93,418.69,343.76,289.34,252.6,231,225.13,235.62,3
202,404.38,404.2,402.7,403.3,404.05,406.53,403.5,392.36,383.85,379.8,370.46,364.54,356.22,351.63,353.63,359.15,379.45,410.52,436.12,455.53,483.35,513.45,550.76,581.9,599.09,609.33,612.75,616.99,623.14,630.31,633.93,634,632.53,631.38,636.03,639.17,640.22,639.25,643.79,651.76,660.7,667.72,673.76,678.16,687.8,695.77,706.31,722.72,740.9,757.96,763,754.91,730.28,701.46,686.58,694.02,712.05,734.18,750.06,764.13,789.73,828.94,883.28,943.7,690.67,688.92,688.15,685.23,679.63,674.86,669.92,661.45,651.31,654.23,647.39,658.45,676.01,712.03,750.66,788.78,826.59,867.92,910.33,935.56,969.83,993.9,1010.41,1010.41,1010.41,1010.41,1009.74,1008.31,997.95,978.97,956.76,925.22,888.33,843.3,794.92,743.32,689.67,641.75,601.39,562.97,512.35,454.33,393.34,336.07,282.15,231.45,183.47,130.52,79.92,40.73,17.16,4.42,0,19.03,113.56,215.86,318.16,420.46,522.76,625.06,718.5,774.29,812.58,827.86,45.83,45.13,43.58,42.13,40.26,38.34,34.71,30.14,25.57,21.13,16.63,12.84,9.94,6.49,3.7,0.97,0,0,0,0,0,1,4.34,11.84,24.28,39.59,55.07,70.63,89.31,111.76,140.24,170.53,203.13,234.52,264.34,294.04,327.5,365.09,402.56,436.7,466.64,499.66,534.5,572.39,617.27,670.99,724.34,773.17,812.9,844.55,866.13,874.27,863.98,825.22,744.65,645.92,543.62,441.64,346.09,281.35,241.01,215.11,204.85,217.19,3
203,416.42,417.19,416.94,417.29,419.66,421.04,414.19,398.08,394.41,373.78,352.43,332.22,324.56,327.65,335.99,349.08,374.73,412.77,439.84,485.15,529.46,570.86,599.71,618.69,631.56,641.47,644.87,642.77,639.35,638.22,640.32,647.24,657.33,667.05,675.36,683.23,694.29,709.5,725.49,741.6,755.13,766.82,775.64,782.88,791.4,799.62,813.68,830.04,841.8,838.18,823.97,805.64,805.29,812.5,812.83,832.98,846.42,855.64,868.5,893.02,929.19,967.55,986.66,997.32,690.42,690.17,688.87,682.03,676.54,669.54,664.65,660.18,645.99,655.78,683.8,717.47,752.19,792.45,830.84,870.75,908.31,940.05,978.57,996.2,999.92,992.15,979.62,964.76,950.92,934.63,914.45,892.35,871.05,846.97,814.73,781.36,745.39,704.88,658.6,609.23,559.93,513.05,469.69,422.96,374.26,319.34,265.54,218.61,176.43,139.79,107.19,79.77,51.3,25.7,6.24,24.12,126.42,228.72,331.02,433.32,535.62,631.83,689,715.82,754.91,788.83,739.8,694.89,44.08,42.28,39.71,35.94,31.19,26.97,22.53,18.26,14.08,9.06,4.94,2.42,0.42,0,0,0,0,0,0,0,4.44,11.86,24.6,39.61,57.67,80.77,107.59,137.69,171.36,208.3,243.26,278.23,310.02,344.36,377.48,407.18,436.17,463.95,489.2,513.15,535.6,559.7,586.63,613.15,644.92,681.63,713.8,741.62,759.18,766.3,758.23,719.65,648.19,572.31,489.37,399.86,321.91,268.59,237.82,220.48,214.01,229.22,265.69,297.66,3
204,406.93,407.03,406.5,407.55,407.82,409.6,410.7,407.5,395.19,377.43,370.56,354.58,341.11,330.2,337.22,346.96,363.27,388.44,425.43,468.61,500.48,540.29,576.03,609.15,626.71,640.52,647.86,649.09,648.06,648.49,649.96,653.11,658.7,661.68,664.15,668.54,675.94,687.2,700.31,711.13,722.32,734.06,743.87,756.91,769.77,784.83,800.32,811.95,820.87,829.61,840.15,847.29,859.76,876.02,891.83,890.58,872,847.04,831.16,824.84,828.96,836.03,847.39,853.39,688.45,688.2,688,685.83,680.41,674.21,663.1,655.21,643.47,637.4,626.76,644.84,668.92,704.19,743.37,783.71,827.84,867.88,909.23,945.6,982.91,992.3,991.15,978.74,973.3,969.83,965.68,961.16,954.82,943.13,928.47,906.19,880.51,849.94,813.7,783.78,755.81,722.47,685.83,645.17,606.61,574.31,546.16,522.66,492.72,452.76,404.08,354.88,308.85,261.64,218.88,177.52,139.96,104.15,73.48,44.53,23.03,9.51,47.83,150.13,252.43,354.73,457.03,559.33,45.8,45.38,44.63,43.41,39.66,36.29,31.72,27.05,22.63,17.91,13.29,9.09,5.32,2.02,0.85,0.05,0,0,0,0,0,3.42,10.04,18.78,29.84,45.35,67.16,90.61,113.94,137.11,160.64,183.99,206.07,231.67,256.02,276.85,292.94,308.8,327.28,346.71,366.69,387.54,410.25,432.05,452.18,471.29,490.12,509.8,532.5,558.38,590.17,617.89,645.72,670.59,690.47,702.94,707.38,695.94,657.13,590.32,515.02,443.09,376.13,321.53,3
205,409.82,410.02,409.77,408.52,409.32,409.32,411.6,413.57,411.12,405.43,394.36,389.82,372.36,364.69,356.3,357.52,357.22,359.07,362.62,370.89,391.52,412,447.86,475.96,501.76,519.47,535.9,550.36,567.07,584.53,597.84,605.06,612.35,618.92,628.58,636.98,645.02,650.24,657.26,665.32,675.39,688.55,701.04,712.95,723.42,735.48,747.07,761.05,772.82,785.48,797.29,806.48,814.45,821.02,823.44,823.67,826.12,824.09,814.65,789.25,743.15,717.2,672.87,665.1,683.98,683.11,681.96,681.28,678.91,672.62,668.32,665.62,664.1,653.66,642.62,633.33,640.45,662.9,698.99,738.78,776.94,812.73,840.48,878.34,923.42,967.2,995.18,1005.62,1000.65,991.45,978.57,958.06,943.63,930.01,911.01,887.18,853.06,813.65,769.9,724.64,692.32,675.49,653.23,624.71,588.42,547.64,504.88,456.98,415.62,383.72,343.51,293.36,241.96,188.11,141.11,103.42,78,64.74,52.52,36.56,19.68,6.19,0,0.65,60.11,162.41,264.71,367.01,42.88,42.36,41.66,40.13,37.61,34.71,33.07,30.34,26.4,21.73,17.61,13.71,10.11,7.32,5.42,4.04,1.47,0,0,0,0,0,0,0,3.17,9.66,20.15,35.41,56.47,82.27,113.64,147.75,182.42,219.33,257.75,294.34,329.35,364.64,393.74,420.64,442.44,463.37,487.77,509.43,528.36,546.74,565.95,582.28,597.91,606.38,618.59,635.3,657.36,686.98,720.19,751.61,775.39,786.9,784.71,765.4,700.01,628.26,547.14,458.95,3
206,398.71,392.66,379.13,355.43,332.3,309.92,295.11,288.12,284.24,288.69,301.15,329.03,366.96,413.34,451.28,487.8,525.13,556.85,580.83,595.89,601.88,595.94,586.25,580.08,584.43,593.99,600.19,607.3,615.27,622.34,628.46,640.32,660.6,683.7,709.35,731.68,744.37,754.14,766.95,782.18,797.82,808.96,812.78,814.88,816.03,819.67,830.14,848.62,869.17,890.48,911.76,934.93,958.24,978.49,991.68,997.72,1002.37,999.42,994.9,991.73,988.11,984.84,981.41,976.07,656.51,646.02,641.15,656.83,690.62,725.46,762.53,803.09,843.45,882.46,928.09,970.48,1006.99,1020,1009.49,1001.27,998.07,993.65,989.88,970.77,931.11,886.03,848.72,818.45,788.2,737.48,668.35,601.09,534.93,483.6,439.34,389.04,324.06,259.15,199.93,156.57,126.6,95.98,63.61,31.74,13.36,6.44,6.44,25.55,102.97,205.27,307.57,409.87,512.17,611.93,688.68,739,774.37,781.73,737.28,683.53,637.6,593.14,556.85,523.51,504.78,510.2,528.68,546.54,19.95,15.28,11.21,7.24,4.57,2.8,1.35,0.62,0,0,0,0,0,0,3.37,15.81,30.92,45.18,66.91,94.43,126.3,165.19,210.64,261.12,308.67,348.01,383.72,427.33,468.17,507.18,544.14,576.54,603.43,629.51,658.68,691.17,730.09,762.45,787.85,800.94,804.84,797.62,772.92,723.17,655.61,574.74,487.67,402.41,330.98,281.37,248.83,231.9,234.62,257.35,288.92,320.44,347.76,369.64,378.4,375.58,365.39,351.73,337.97,326.53,3
207,408.65,407.62,405.7,406.6,406.55,401.56,396.54,390.04,393.04,381.78,373.51,358,353.63,353.13,361.27,380.63,401.43,425.33,441.12,470.66,499.41,533.5,559.03,578.68,591.22,597.46,603.56,607.38,609.48,613.37,615.15,620.99,623.11,624.16,626.49,627.76,630.61,636.8,647.34,657.88,672.59,688.2,705.61,719.64,725.49,729.46,748.22,776.96,798.94,801.46,774.44,735.15,709.6,702.11,708.41,731.28,749.37,754.66,762.8,788.88,840.1,901.77,949.87,982.64,698.32,696.17,692.42,685.33,678.11,674.41,661.4,652.04,641.9,642.62,660.9,695.39,731.56,771.02,810.26,846.1,891.63,931.09,968.88,995.15,1010.39,1010.39,1010.39,1010.39,1010.39,1010.14,1001.04,983.56,965.5,953.44,936.38,910.43,875.14,835.56,787.15,731.16,680.33,635.13,591.82,545.27,489.12,428.68,370.14,312.77,258.87,212.82,170.43,132.87,96.33,58.52,29.72,13.81,61.66,158.62,260.92,363.22,465.52,567.82,670.12,742.47,785.9,819.02,802.06,749.87,48.35,46.83,44.75,41.66,37.69,32.77,27.95,22.88,18.23,13.51,9.36,6.02,3.07,1.25,0.32,0.32,0.32,0.32,0,0.62,3.17,10.46,22.88,38.19,53,70.21,90.51,115.76,141.36,167.83,196.43,224.58,249.73,276.35,306.2,335.65,366.44,392.89,418.36,443.29,465.84,488,514.7,548.81,593.89,649.54,700.74,745.49,781.41,809.31,820.22,810.98,765.08,692.57,602.83,500.53,404.45,329.68,278.88,242.91,226.7,227.23,253.2,285.59,3
208,406.53,404,404.13,405.8,406.23,403.45,396.44,390.02,380.35,368.36,365.87,360.45,357.5,355.63,365.12,381.38,407.42,432.08,458.8,487.22,509.58,537.27,563.4,586.28,597.89,606.61,607.9,608.58,608.1,611.48,612.92,617.72,622.51,628.78,636.05,637.2,636.4,637.97,646.69,656.78,668,676.96,681.38,684.33,685.55,692.25,705.26,717.2,731.13,743.82,748.27,739.38,715.35,678.68,659.55,659.83,657.31,686.68,709.23,727.81,752.69,789.5,842.77,909.18,699.79,698.59,694.69,689.77,685.95,681.23,671.44,660.35,654.38,653.46,635.9,643.19,673.71,711.5,747.24,783.78,825.79,869.17,900.57,921.17,962.93,989.33,995.23,995.23,995.23,995.23,995.23,987.46,979.14,976.49,975.77,970.12,955.09,926.32,886.81,841.23,789.58,746.57,707.33,669.19,617.82,545.19,465.49,391.96,329.18,272.46,221.81,170.28,122.58,73.75,31.59,7.57,0,0,75.47,177.77,280.07,382.37,484.67,586.97,657.03,678.53,693.17,722.79,48.53,47.28,46.65,45.5,43.68,40.21,35.36,30.14,25.62,20.63,16.61,13.84,9.76,6.24,3.35,1.45,1.45,1.45,1.45,1.45,0.75,3.22,8.24,17.21,28.97,42.76,58.22,74.45,93.18,114.09,135.74,156.85,180.3,203.8,225.83,249.4,274.68,305.1,336.27,366.04,396.64,428.21,463,502.76,553.56,610.2,669.79,725.44,777.84,827.76,867.23,891.23,894.85,867.4,782.81,688.8,588.47,486.17,383.87,314.22,265.91,238.17,227.3,233.87,3
209,399.01,399.26,397.31,399.26,398.11,390.22,381.05,372.23,365.14,349.91,325.43,310.74,301.4,299.48,305.55,326.58,356.8,386.99,413.17,446.86,489.69,525.46,564.27,590.47,610.35,618.34,616.99,614.15,619.17,631.01,644.89,656.08,662.82,669.12,675.69,687.8,700.66,717.45,729.38,735.08,739.42,744.17,748.84,759.76,775.89,793.47,803.49,797.59,778.71,760.03,751.66,760.4,769.82,771.97,779.99,791.45,811.25,844.3,889.45,933.98,967.55,981.89,990.18,1001.29,686.23,684.3,679.18,671.72,660.53,650.99,644.42,645.94,627.48,635.65,670.54,705.96,744.42,785.43,830.14,873.24,913.28,945.02,996.82,1020.15,1020.15,1020.15,1020.15,1020.15,1014.11,998.67,974.05,945.52,914.13,889.3,858.13,815.55,763.45,705.81,650.26,601.73,561.22,525.21,487.42,435.55,374.11,314.39,264.19,219.53,178.82,140.49,103.32,65.56,32.62,9.69,32.42,134.72,237.02,339.32,441.62,543.92,646.22,719.22,772.22,812.35,814.63,753.14,699.06,660.95,43.86,41.38,37.84,33.42,29.42,24.82,20.2,15.48,11.06,7.12,4.19,1.72,0.67,0.35,0,0,0,0,0.82,5.69,14.11,24.52,39.78,57.54,78.15,101.17,127.07,155.02,183.14,209.97,240.74,270.81,295.46,321.31,346.39,373.53,399.28,424.51,451.21,478.68,506.43,540.6,587.97,641.47,693.35,738.75,775.79,805.46,822.27,818.07,779.99,709.95,622.67,525.56,431.78,357.4,299.38,251.6,221.56,209.29,220.11,251.53,282.65,310.87,3
